"filename", "language", "TypeScript", "JSON with Comments", "YAML", "JSON", "Vue", "Markdown", "CSS", "HTML", "JavaScript", "TypeScript JSX", "Skill", "SCSS", "JavaScript JSX", "comment", "blank", "total"
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\button\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, 0, 0, 0, 0, -3, -28
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\divider\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, 0, 0, -1, -9
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\image\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, 0, 0, 0, -3, -3, -41
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\index.ts", "TypeScript", -16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -22
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\nav-bar\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -52, 0, 0, 0, 0, -5, -57
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\notice-bar\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, 0, 0, 0, 0, -2, -28
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\process\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, -1, -4
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\swipe\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -34, 0, 0, 0, 0, -3, -37
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\tabbar\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -64, 0, 0, 0, 0, -3, -67
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\tabbar\tabbar-item.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, 0, 0, -1, -6
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\text\fontArr.ts", "TypeScript", -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -1, -55
"e:\enLearn\packages\lowcode-framework\src\packages\base-widgets\text\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, -1, -7
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\index.ts", "TypeScript", -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -23
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-button-group\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -84, 0, 0, 0, 0, -9, -93
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-edit-form\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, 0, 0, 0, 0, -4, -55
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-grid\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -112, 0, 0, 0, 0, -11, -123
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-modal\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, 0, 0, 0, 0, -4, -60
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\lowcode-search-form\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -65, 0, 0, 0, 0, -8, -73
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-bom\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, 0, 0, 0, 0, -2, -35
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-flow\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, -3, -27
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-gantt\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, 0, 0, 0, 0, -2, -28
"e:\enLearn\packages\lowcode-framework\src\packages\business-component\planning-visual-designer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -107, 0, 0, 0, 0, -7, -114
"e:\enLearn\packages\lowcode-framework\src\packages\chart-component\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -139, 0, 0, 0, 0, -9, -148
"e:\enLearn\packages\lowcode-framework\src\packages\container-component\form\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, -7, -1, -11
"e:\enLearn\packages\lowcode-framework\src\packages\container-component\form\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, 0, 0, 0, 0, -6, -62
"e:\enLearn\packages\lowcode-framework\src\packages\container-component\index.ts", "TypeScript", -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -24
"e:\enLearn\packages\lowcode-framework\src\packages\container-component\layout\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -114, 0, -7, -13, -134
"e:\enLearn\packages\lowcode-framework\src\packages\container-component\layout\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -170, 0, 0, 0, 0, -7, -177
"e:\enLearn\packages\lowcode-framework\src\packages\container-component\vxe-tabs\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, 0, 0, -12, -81
"e:\enLearn\packages\lowcode-framework\src\packages\container-component\vxe-tabs\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -122, 0, 0, 0, 0, -5, -127
"e:\enLearn\packages\lowcode-framework\src\runtime\block-editor.ts", "TypeScript", -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -31
"e:\enLearn\packages\lowcode-framework\src\runtime\button-disabled\index.ts", "TypeScript", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -48
"e:\enLearn\packages\lowcode-framework\src\runtime\data-source-request-resolver.ts", "TypeScript", -384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -51, -436
"e:\enLearn\packages\lowcode-framework\src\runtime\directives.ts", "TypeScript", -184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -16, -202
"e:\enLearn\packages\lowcode-framework\src\runtime\edit-page-mode.ts", "TypeScript", -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -13, -68
"e:\enLearn\packages\lowcode-framework\src\runtime\global-dialog-core.ts", "TypeScript", -403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -443
"e:\enLearn\packages\lowcode-framework\src\runtime\global-dialog.ts", "TypeScript", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -9
"e:\enLearn\packages\lowcode-framework\src\runtime\global-drawer-core.ts", "TypeScript", -117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -138
"e:\enLearn\packages\lowcode-framework\src\runtime\grid-detail-submission.ts", "TypeScript", -150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -168
"e:\enLearn\packages\lowcode-framework\src\runtime\index.ts", "TypeScript", -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -38
"e:\enLearn\packages\lowcode-framework\src\runtime\lowcode-context-drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, 0, 0, 0, 0, -4, -55
"e:\enLearn\packages\lowcode-framework\src\runtime\lowcode-context.ts", "TypeScript", -315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -338
"e:\enLearn\packages\lowcode-framework\src\runtime\lowcode-page-script-runtime.ts", "TypeScript", -1085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -73, -1160
"e:\enLearn\packages\lowcode-framework\src\runtime\lowcode-pages.ts", "TypeScript", -338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -36, -378
"e:\enLearn\packages\lowcode-framework\src\runtime\mes-command.ts", "TypeScript", -160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -23, -184
"e:\enLearn\packages\lowcode-framework\src\runtime\node-action-registry.ts", "TypeScript", -82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -92
"e:\enLearn\packages\lowcode-framework\src\runtime\option-source-registry.ts", "TypeScript", -225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -37, -263
"e:\enLearn\packages\lowcode-framework\src\runtime\page-data-controller.ts", "TypeScript", -913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -122, -1036
"e:\enLearn\packages\lowcode-framework\src\runtime\page-data-sources.ts", "TypeScript", -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -51
"e:\enLearn\packages\lowcode-framework\src\runtime\page-function\index.ts", "TypeScript", -122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -11, -134
"e:\enLearn\packages\lowcode-framework\src\runtime\page-reference-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -473, 0, 0, 0, 0, -53, -526
"e:\enLearn\packages\lowcode-framework\src\runtime\page-runtime.ts", "TypeScript", -548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -69, -625
"e:\enLearn\packages\lowcode-framework\src\runtime\page-schema-repository.ts", "TypeScript", -89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -16, -106
"e:\enLearn\packages\lowcode-framework\src\runtime\renderer-types.ts", "TypeScript", -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -21
"e:\enLearn\packages\lowcode-framework\src\runtime\renderer-value-utils.ts", "TypeScript", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -50
"e:\enLearn\packages\lowcode-framework\src\runtime\row-action-state.ts", "TypeScript", -98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -111
"e:\enLearn\packages\lowcode-framework\src\runtime\runtime-block-mapper.ts", "TypeScript", -190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -18, -209
"e:\enLearn\packages\lowcode-framework\src\runtime\runtime-directive-controller.ts", "TypeScript", -550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -70, -621
"e:\enLearn\packages\lowcode-framework\src\runtime\runtime-effects.ts", "TypeScript", -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -6, -107
"e:\enLearn\packages\lowcode-framework\src\runtime\script-context-provider.ts", "TypeScript", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10
"e:\enLearn\packages\lowcode-framework\src\runtime\script-executors.ts", "TypeScript", -65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -15, -82
"e:\enLearn\packages\lowcode-framework\src\runtime\script-runtime.worker.ts", "TypeScript", -421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -34, -458
"e:\enLearn\packages\lowcode-framework\src\runtime\scripts.ts", "TypeScript", -548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -69, -618
"e:\enLearn\packages\lowcode-framework\src\runtime\useLowCodePageRenderer.ts", "TypeScript", -940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -79, -1020
"e:\enLearn\packages\lowcode-framework\src\styles\global-dialog.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -120, 0, 0, -23, -143
"e:\enLearn\packages\lowcode-framework\src\styles\visual-editor-utilities.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1588, 0, 0, -297, -1885
"e:\enLearn\packages\lowcode-framework\src\types\framework-env.d.ts", "TypeScript", -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -43
"e:\enLearn\packages\lowcode-framework\src\types\lowcode.d.ts", "TypeScript", -662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, -1, -723
"e:\enLearn\packages\lowcode-framework\src\types\lowcode.ts", "TypeScript", -778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -78, -81, -937
"e:\enLearn\packages\lowcode-framework\src\types\visual-editor-jsx.d.ts", "TypeScript", -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -34
"e:\enLearn\packages\lowcode-framework\src\types\vue-shim.d.ts", "TypeScript", -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -7
"e:\enLearn\packages\lowcode-framework\src\utils\admin-navigation.ts", "TypeScript", -130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -150
"e:\enLearn\packages\lowcode-framework\src\utils\lowcode.ts", "TypeScript", -135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -21, -157
"e:\enLearn\packages\lowcode-framework\src\utils\visual-to-lowcode.ts", "TypeScript", -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -24
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\button-group-designer\button-group-designer.service.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -656, 0, 0, 0, -1, -77, -734
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\button-group-designer\button-script-monaco.ts", "TypeScript", -415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -444
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\designer-ui\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -634, 0, 0, 0, 0, -43, -677
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\format-input-number\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, 0, 0, -1, -8
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\format-input-number\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, 0, 0, 0, -9, -6, -85
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\monaco-editor\MonacoEditor.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, 0, -7, -1, -21
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\monaco-editor\MonacoEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -109, 0, 0, 0, -27, -11, -147
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\monaco-editor\monaco.ts", "TypeScript", -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -6, -25
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\common\remix-icons.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, 0, 0, 0, 0, -3, -50
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\form-designer\form-designer.service.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1141, 0, 0, 0, -1, -143, -1285
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\grid-designer\grid-designer.service.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -2406, 0, 0, 0, -2, -224, -2632
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\header\index.vue", "Vue", 0, 0, 0, 0, -289, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -329
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\header\preview.vue", "Vue", 0, 0, 0, 0, -47, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -57
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\header\useTools.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -273, 0, 0, 0, -7, -21, -301
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\base-widgets\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -134, 0, 0, -16, -150
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\base-widgets\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, 0, 0, 0, -9, -5, -54
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\business-component\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, -5, -60
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\business-component\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, 0, 0, 0, 0, -4, -44
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\chart-component\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, 0, 0, -7, -57
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\column-components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -137, 0, 0, 0, 0, -18, -155
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\container-component\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, -5, -60
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\container-component\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, 0, -9, -4, -55
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\custom-component\index.vue", "Vue", 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, -1, -4, -16
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\data-fetch.vue", "Vue", 0, 0, 0, 0, -242, 0, 0, 0, 0, 0, 0, 0, 0, -8, -20, -270
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\data-model.vue", "Vue", 0, 0, 0, 0, -260, 0, 0, 0, 0, 0, 0, 0, 0, -8, -21, -289
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\entity-data-source.vue", "Vue", 0, 0, 0, 0, -577, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, -647
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\index.vue", "Vue", 0, 0, 0, 0, -33, 0, 0, 0, 0, 0, 0, 0, 0, -8, -5, -46
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\data-source\utils.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -93, 0, 0, 0, -16, -4, -113
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\form-components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, -5, -49
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\index.ts", "TypeScript", -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -16
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\outline-tree\LayerBlockList.vue", "Vue", 0, 0, 0, 0, -565, 0, 0, 0, 0, 0, 0, 0, 0, 0, -93, -658
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\outline-tree\index.vue", "Vue", 0, 0, 0, 0, -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -116
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\components\page-tree\index.vue", "Vue", 0, 0, 0, 0, -213, 0, 0, 0, 0, 0, 0, 0, 0, -1, -21, -235
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\left-aside\index.vue", "Vue", 0, 0, 0, 0, -150, 0, 0, 0, 0, 0, 0, 0, 0, -8, -22, -180
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\modal-designer\modal-designer.service.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -183, 0, 0, 0, 0, -18, -201
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\animate\Animate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -156, 0, 0, 0, -25, -15, -196
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\animate\animate.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, 0, 0, -10, -70
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\animate\animateConfig.ts", "TypeScript", -452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -18, -474
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\attr-editor\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -478, 0, 0, 0, -9, -45, -532
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\event-action\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -254, 0, 0, 0, -41, -14, -309
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\form-rule\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, 0, -8, -2, -54
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\hooks-editor\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -226, 0, 0, 0, 0, -14, -240
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\index.ts", "TypeScript", -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -2, -16
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\page-setting\pageSetting.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, 0, 0, 0, -8, -5, -56
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\components\page-setting\styles.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, 0, 0, -2, -21
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\index.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -369, 0, -17, -58, -444
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\right-attribute-panel\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, 0, 0, 0, -9, -6, -104
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\comp-render.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -49, 0, 0, 0, -8, -7, -64
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\draggable-transition-group.vue", "Vue", 0, 0, 0, 0, -108, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -123
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\func.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -45, 0, -15, -13, -73
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\simulator-editor.vue", "Vue", 0, 0, 0, 0, -1016, 0, 0, 0, 0, 0, 0, 0, 0, 0, -106, -1122
"e:\enLearn\packages\lowcode-framework\src\visual-editor\components\simulator-editor\slot-item.vue", "Vue", 0, 0, 0, 0, -134, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -150
"e:\enLearn\packages\lowcode-framework\src\visual-editor\designer-script-context.ts", "TypeScript", -99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -106
"e:\enLearn\packages\lowcode-framework\src\visual-editor\form-designer-context.ts", "TypeScript", -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17
"e:\enLearn\packages\lowcode-framework\src\visual-editor\form-material-visual-components.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -132, 0, 0, 0, 0, -11, -143
"e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useDotProp.ts", "TypeScript", -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -1, -19
"e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -97, 0, 0, 0, -7, -9, -113
"e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useModel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, 0, 0, 0, 0, -5, -43
"e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useSandbox.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useVisualData.ts", "TypeScript", -464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -48, -84, -596
"e:\enLearn\packages\lowcode-framework\src\visual-editor\hooks\useVisualPersistence.ts", "TypeScript", -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -18
"e:\enLearn\packages\lowcode-framework\src\visual-editor\index.vue", "Vue", 0, 0, 0, 0, -120, 0, 0, 0, 0, 0, 0, 0, 0, -14, -14, -148
"e:\enLearn\packages\lowcode-framework\src\visual-editor\material-prop-forms\database.ts", "TypeScript", -107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -126
"e:\enLearn\packages\lowcode-framework\src\visual-editor\material-prop-forms\helpers.ts", "TypeScript", -153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -166
"e:\enLearn\packages\lowcode-framework\src\visual-editor\material-prop-forms\index.ts", "TypeScript", -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -27
"e:\enLearn\packages\lowcode-framework\src\visual-editor\material-prop-forms\registry.ts", "TypeScript", -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -27
"e:\enLearn\packages\lowcode-framework\src\visual-editor\material-prop-forms\table-field-options.ts", "TypeScript", -402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -65, -471
"e:\enLearn\packages\lowcode-framework\src\visual-editor\material-prop-forms\types.ts", "TypeScript", -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -37
